Role	Rank	Last_word	pos	case	gender	animacy	number	link_name	t	r
место	периферия	лонг-лист	S	acc	m	inan	sg	dobj		
место	периферия	вагоне	S	loc	m	inan	sg	nmod	tool:transp	concr
место	периферия	цену	S	acc	f	inan	sg	dobj		
место	периферия	сторонке	S	loc	f	inan	sg	nmod		concr
место	периферия	трибунал	S	acc	m	inan	sg	nmod	org	concr
место	периферия	капотом	S	ins	m	inan	sg	nmod		concr
место	периферия	эмиграции	S	loc	f	inan	sg	nmod	move	abstr
место	периферия	плотине	S	loc	f	inan	sg	nmod	constr	concr
место	периферия	высоте	S	loc	f	inan	sg	nmod	param size	abstr
место	периферия	машину	S	acc	f	inan	sg	dobj	tool:device:machine fam	concr
место	периферия	ярославль	S	acc	m	inan	sg	nmod	topon	propn
место	периферия	остальных	SPRO	acc				amod		
место	периферия	трудах	S	loc	m	inan	pl	conj		abstr
место	периферия	технике	S	loc	f	inan	sg	nmod		concr
место	периферия	лапы	S	acc	f	inan	pl	nmod		concr
место	периферия	урожай	S	acc	m	inan	sg	nmod		concr
место	периферия	плен	S	acc	m	inan	sg	nmod		abstr
место	периферия	осинником	S	ins	m	inan	sg	nmod	space	concr
место	периферия	валу	S	loc2	m	inan	sg	nmod	tool space constr	concr
место	периферия	чувстве	S	loc	n	inan	sg	parataxis	perc	abstr
место	периферия	фестивале	S	loc	m	inan	sg	nmod	action	abstr
место	периферия	мир	S	acc	m	inan	sg	dobj	space inter	concr abstr
место	объект	семью	S	acc	f	inan	sg	nmod	group	concr
место	объект	лиду	S	acc	persn	f	anim	dobj	hum persn	propn
место	периферия	успех	S	acc	m	inan	sg	dobj		abstr
место	объект	огонь	S	acc	m	inan	sg	nsubj	stuff	concr
место	периферия	структурах	S	loc	f	inan	pl	nmod		abstr
место	периферия	грудью	S	ins	f	inan	sg	nmod		concr
место	объект	мир	S	acc	m	inan	sg	dobj	space inter	concr abstr
место	периферия	пространстве	S	loc	n	inan	sg	nmod	space	concr
место	периферия	автомат	S	acc	m	inan	sg	dobj	tool:device	concr
место	периферия	фондах	S	loc	m	inan	pl	nmod	space	concr
место	периферия	сарай	S	acc	m	inan	sg	dobj	constr:hut	concr
место	объект	статью	S	acc	f	inan	sg	dobj	text	concr
место	контролер согласования	стол	S	acc	m	inan	sg	dobj	tool:furn	concr
место	периферия	области	S	loc	f	inan	sg	nmod	space	concr
место	периферия	коробки	S	acc	f	inan	pl	dobj	tool	concr
место	объект	ногу	S	acc	f	inan	sg	dobj		concr
место	периферия	ростове-на-дону	S	loc	m	inan	sg	nmod	topon	propn
место	периферия	соревнованиях	S	loc	n	inan	pl	nmod	action inter	abstr
место	периферия	республике	S	loc	f	inan	sg	nmod		abstr
место	периферия	опыте	S	loc	m	inan	sg	nmod		abstr
место	контролер согласования	пункты	S	acc	m	inan	pl	dobj	space	concr
место	периферия	деятельности	S	loc	f	inan	sg	nmod		abstr
место	периферия	столик	S	acc	inan	m	sg	dobj	tool:furn	concr
место	периферия	жёрновом	S	ins	m	inan	sg	dobj	tool	concr
место	периферия	слонище	S	loc	m	anim	sg	nmod		
место	периферия	верхушке	S	loc	f	inan	sg	nmod		concr
место	периферия	фонтанке	S	loc	f	inan	sg	nmod	topon	propn
место	периферия	цветок	S	acc	m	inan	sg	dobj		concr
место	периферия	листах	S	loc	m	inan	pl	nmod		concr
место	периферия	провалах	S	loc	m	inan	pl	nmod	move	abstr
место	периферия	деревьями	S	ins	n	inan	pl	dobj	plant	concr
место	объект	посольство	S	acc	n	inan	sg	dobj	org	concr
место	периферия	гривку	S	acc	f	inan	sg	nmod	hair	concr
место	периферия	программе	S	loc	f	inan	sg	nmod	ment	abstr
место	периферия	гааге	S	loc	f	inan	sg	nmod	topon	propn
место	периферия	улицей	S	ins	f	inan	sg	dobj	space	concr
место	периферия	трибуне	S	loc	f	inan	sg	ROOT	space constr	concr
место	периферия	воду	S	acc	f	inan	sg	nmod	stuff liq	concr
место	периферия	сцене	S	loc	f	inan	sg	nmod	space constr	concr
место	периферия	угле	S	loc	m	inan	sg	appos	form space	concr
место	периферия	музыке	S	loc	inan	f	sg	appos		abstr
место	периферия	японию	S	acc	f	inan	sg	dobj	topon	propn
место	периферия	месте	S	loc	n	inan	sg	ROOT	space	concr
место	объект	горизонт	S	acc	m	inan	sg	nmod	space	concr
место	периферия	законопроект	S	acc	m	inan	sg	dobj	text	concr
место	периферия	сегмент	S	acc	m	inan	sg	nmod	space	concr
место	периферия	кампании	S	loc	inan	f	pl	nmod	action topon	abstr propn
место	периферия	него	SPRO	acc	n	sg	3p	nmod		pers
место	периферия	диване	S	loc	m	inan	sg	nmod	tool:furn	concr
место	периферия	миске	S	loc	f	inan	sg	nmod	tool:dish	concr
место	периферия	лоно	S	acc	n	inan	sg	dobj		concr
место	объект	их	SPRO	acc	pl	3p	acc	dobj		pers
место	контролер согласования	пространстве	S	loc	n	inan	sg	nmod	space	concr
место	периферия	стойкой	S	ins	f	inan	sg	nmod		concr abstr
место	периферия	города	S	acc	m	inan	pl	nsubj	space	concr
место	периферия	обшлаг	S	acc	m	inan	sg	nmod		concr
место	периферия	папку	S	acc	f	inan	sg	dobj	tool	concr
место	периферия	море	S	acc	n	inan	sg	nmod	reservoir space	concr
место	периферия	середину	S	acc	f	inan	sg	nmod	space	abstr concr
место	периферия	вахтой	S	ins	inan	f	sg	nmod		abstr
место	объект	место	S	acc	n	inan	sg	nmod	space	concr
место	объект	леопольда	S	acc	persn	m	anim	dobj	hum famn persn	propn
место	периферия	зов	S	acc	m	inan	sg	ROOT	sound:asp	abstr
место	периферия	корточки	S	acc				nmod	loc:body	abstr
место	объект	рогатки	S	acc	f	inan	pl	dobj	constr	concr
место	периферия	деревушке	S	loc	f	inan	sg	nmod	space	concr
место	периферия	щекой	S	ins	f	inan	sg	nmod		concr
место	периферия	зоопарке	S	loc	inan	m	sg	nmod	org space	concr
место	периферия	средине	S	loc	f	inan	sg	ROOT	famn hum	propn concr
место	периферия	факт	S	acc	m	inan	sg	dobj		abstr
место	периферия	области	S	loc	f	inan	sg	nmod	space	concr
место	периферия	сми	S	loc	n	inan	pl	nmod	media	concr
место	периферия	чили	S	acc	f	inan	0	dobj	topon	propn
место	периферия	чанах	S	loc	m	inan	pl	nmod	tool famn hum	propn concr
место	периферия	крик	S	acc	m	inan	sg	dobj	sound:asp	abstr
место	периферия	степи	S	loc2	f	inan	sg	nmod	space	concr
место	периферия	перевод	S	acc	m	inan	sg	dobj	move	abstr
место	периферия	механизм	S	acc	m	inan	sg	nmod	tool:device	concr
место	периферия	товарищей	S	acc	m	anim	pl	conj	hum	concr
место	периферия	свои	SPRO	acc				det		
место	периферия	престол	S	acc	m	inan	sg	dobj	space	concr
место	периферия	каждой	APRO	loc	f	sg	loc	det		spec
место	периферия	женеве	S	loc	f	inan	sg	nmod	topon fam	propn
место	периферия	музыку	S	acc	f	inan	sg	dobj		abstr
место	периферия	отделе	S	loc	m	inan	sg	nmod		concr
место	периферия	торбу	S	acc	f	inan	sg	nmod	tool	concr
место	периферия	ветви	S	acc	f	inan	pl	nmod		concr
место	периферия	конторе	S	loc	f	inan	sg	nmod	org	concr
место	периферия	того	SPRO	acc	m	sg	anim	nmod		
место	периферия	парты	S	acc	f	inan	pl	dobj	tool:furn	concr
место	периферия	спинку	S	acc	f	inan	sg	nmod		concr
место	периферия	голове	S	loc	f	inan	sg	nmod		concr
место	периферия	состав	S	acc	m	inan	sg	dobj		concr
место	периферия	блок	S	acc	m	inan	sg	dobj	tool:device	concr
место	периферия	свет	S	acc	m	inan	sg	nmod	space light	concr abstr
место	периферия	тау	S	loc	f	inan	0	nmod	hum persn	propn
место	периферия	обликом	S	ins	m	inan	sg	ROOT		abstr
место	периферия	украине	S	loc	f	inan	sg	nmod	topon	propn
место	периферия	костях	S	loc	f	inan	pl	nmod		concr
место	периферия	костром	S	ins	m	inan	sg	nmod	space	concr
место	периферия	подмосковье	S	loc	n	inan	sg	nmod	topon	propn
место	периферия	доме	S	loc	m	inan	sg	nmod	constr:build	concr
место	периферия	штабе	S	loc	m	inan	sg	nmod	space org	concr
место	периферия	нём	SPRO	loc	m	sg	3p	nmod		pers
место	периферия	тихвине	S	loc	m	inan	sg	nmod	topon	propn
место	объект	небо	S	acc	n	inan	sg	dobj	space	concr
место	периферия	полдороге	S	loc	f	inan	pl	nmod		
место	объект	бух	S	acc	m	inan	sg	dobj	hum famn topon	propn
место	периферия	сцене	S	loc	f	inan	sg	nmod	space constr	concr
место	периферия	бою	S	loc2	m	inan	sg	ROOT	inter	abstr
место	периферия	которой	APRO	loc	f	sg	loc	acl:relcl	ord	rel
место	периферия	спинами	S	ins	f	inan	pl	nmod		concr
место	объект	проходную	S	acc	f	inan	sg	amod	room	concr
место	периферия	одеколоном	S	ins	m	inan	sg	nmod	stuff	concr
место	периферия	атласах	S	loc	m	inan	pl	nmod	stuff text topon	propn concr
место	периферия	перекладину	S	acc	f	inan	sg	conj		concr
место	объект	билет	S	acc	m	inan	sg	dobj	doc	concr
место	периферия	курорт	S	acc	m	inan	sg	nmod	space	concr
место	периферия	кого-нибудь	SPRO	acc	m	sg	acc	dobj		indet
место	периферия	себе	SPRO	loc				nmod		ref
место	периферия	космос	S	acc	m	inan	sg	nmod	space	concr
место	периферия	станцию	S	acc	inan	f	sg	dobj	space	concr
место	периферия	навес	S	acc	m	inan	sg	dobj	put	abstr
место	периферия	них	SPRO	acc	pl	3p	acc	dobj		pers
место	периферия	повестку	S	acc	f	inan	sg	dobj	text	concr abstr
место	периферия	подворотню	S	acc	f	inan	sg	nmod	space	concr
место	периферия	очерке	S	loc	m	inan	sg	nmod	text	concr
место	периферия	неё	SPRO	acc	f	sg	3p	amod		pers
место	периферия	этом	APRO	loc	n	sg	loc	det		dem
место	периферия	разговор	S	acc	m	inan	sg	nmod	speech	abstr
место	объект	мгимо	S	acc	m	inan	0	dobj		
место	периферия	суше	S	loc	f	inan	sg	nmod	space	concr
место	объект	музыку	S	acc	f	inan	sg	dobj		abstr
место	периферия	землёй	S	ins	f	inan	sg	iobj	astr space	concr
место	периферия	книгах	S	loc	f	inan	pl	nmod	media text	concr
место	периферия	руку	S	acc	f	inan	sg	dobj		concr
место	периферия	сейф	S	acc	m	inan	sg	dobj	tool:furn	concr
место	периферия	открытии	S	loc	n	inan	sg	nmod		abstr
место	периферия	иконы	S	acc	f	inan	pl	dobj	workart	concr
место	периферия	углами	S	ins	m	inan	pl	nmod	form space	concr
место	периферия	тобой	SPRO	ins	sg	2p	ins	dobj		pers
место	периферия	конце	S	loc	m	inan	sg	nmod		concr abstr
место	периферия	зоне	S	loc	f	inan	sg	nmod	space	concr
место	периферия	леса	S	acc	inan	m	pl	nsubj	space	concr
место	периферия	станок	S	acc	m	inan	sg	nmod	tool:device	concr
место	объект	деревню	S	acc	f	inan	sg	nmod	space	concr
место	периферия	чайниках	S	loc	m	inan	pl	nmod	tool:dish	concr
место	периферия	армию	S	acc	f	inan	sg	nmod		concr
место	периферия	тени	S	loc2	f	inan	sg	nmod	space	concr
место	периферия	шинелью	S	ins	f	inan	sg	nmod	tool:cloth	concr
место	периферия	бюджет	S	acc	m	inan	sg	nmod		concr
место	объект	стакан	S	acc	m	inan	sg	nsubj	tool:dish	concr
место	периферия	журнал	S	acc	m	inan	sg	dobj	media text	concr
место	периферия	бочку	S	acc	f	inan	sg	dobj	tool:dish	concr
место	периферия	дизайне	S	loc	m	inan	sg	nmod		abstr
место	периферия	америку	S	acc	inan	f	sg	nmod	topon	propn
место	периферия	окрестностями	S	ins	f	inan	pl	dobj	space	concr
место	объект	скатерть	S	acc	f	inan	sg	nmod	linen	concr
место	периферия	двери	S	acc	f	inan	pl	conj	tool	concr
место	периферия	деканат	S	acc	m	inan	sg	nmod	org	concr
место	периферия	костыли	S	acc	m	inan	pl	advmod	tool	concr
место	периферия	года	S	acc	m	inan	pl	nmod	unit time:period	abstr
место	периферия	франции	S	loc	f	inan	sg	nmod	topon	propn
место	не выражен	работе	S	loc	f	inan	sg	nmod		abstr
агенс	периферия	предприятиями	S	ins	n	inan	pl	dobj	org	concr
агенс	контролер согласования	яблони	S	acc	f	inan	pl	dobj	plant	concr
агенс	периферия	тобой	SPRO	ins	sg	2p	ins	dobj		pers
агенс	периферия	шоу-балетом	S	ins	m	inan	sg	dobj		
агенс	периферия	солдатами	S	ins	m	anim	pl	dobj	hum armpos	concr
агенс	периферия	депутатом	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	автором	S	ins	m	anim	sg	dobj	hum	concr
агенс	объект	ковбоев	S	acc	m	anim	pl	dobj	hum prof	concr
агенс	периферия	кассой	S	ins	f	inan	sg	nmod	tool	concr
агенс	периферия	законами	S	ins	m	inan	pl	dobj		abstr
агенс	периферия	него	SPRO	acc	n	sg	3p	nmod		pers
агенс	периферия	художницей	S	ins	f	anim	sg	amod	hum	concr
агенс	контролер согласования	лампочку	S	acc	f	inan	sg	dobj	tool:device:light	concr
агенс	периферия	нх	S	loc	f	inan	sg	nmod		
агенс	контролер согласования	образования	S	acc	n	inan	pl	nmod	be:appear	abstr
агенс	периферия	студентами	S	ins	m	anim	pl	nmod	hum	concr
агенс	контролер согласования	силой	S	ins	f	inan	sg	nmod	pers param	abstr concr
агенс	периферия	экономику	S	acc	inan	f	sg	dobj		abstr
агенс	периферия	отрепьем	S	ins	n	inan	sg	nmod		concr
агенс	периферия	мужем	S	ins	m	anim	sg	nmod	hum:kin	concr
агенс	периферия	двоих	NUM	loc	anim	acc|NUM	gen|NUM	nmod		coll:pauc
агенс	несобственный	бояркова	S	acc	famn	m	sg	dobj	hum famn	propn
агенс	периферия	акциями	S	ins	f	inan	pl	nmod	doc	concr abstr
агенс	периферия	бойцами	S	ins	m	anim	pl	nmod	hum armpos	concr
агенс	периферия	кружком	S	ins	m	inan	sg	nmod	form	concr
агенс	периферия	другом	APRO	loc	m	sg	loc	amod		spec
агенс	периферия	демократией	S	ins	f	inan	sg	nmod:agent		abstr
агенс	периферия	которыми	APRO	ins				dobj	ord	rel
агенс	атрибут	своими	APRO	ins				det		poss
агенс	объект	правление	S	acc	n	inan	sg	dobj		abstr
агенс	периферия	магами	S	ins	m	anim	pl	dobj	tool:device hum	concr
агенс	периферия	господами	S	ins	m	anim	pl	nmod	hum	concr
агенс	периферия	ассистенткой	S	ins	f	anim	sg	advmod	hum	concr
агенс	объект	писателей	S	acc	m	anim	pl	conj	hum prof	concr
агенс	периферия	никем	SPRO	ins	sg	n	ins	nmod		neg
агенс	объект	меня	SPRO	acc	sg	anim	1p	dobj		pers
агенс	несобственный	короля	S	acc	famn	m	anim	dobj	hum	concr
агенс	контролер согласования	мандельштама	S	acc	famn	m	anim	nsubj	hum famn	propn
агенс	объект	сознание	S	acc	n	inan	sg	nmod	ment	abstr
агенс	периферия	ним	SPRO	ins	m	sg	3p	nmod		pers
агенс	периферия	девушке	S	loc	f	anim	sg	nmod	hum	concr
агенс	объект	колонну	S	acc	f	inan	sg	dobj	constr	concr
агенс	контролер согласования	экзаменаторшу	S	acc	f	anim	sg	nmod		
агенс	периферия	пулями	S	ins	f	inan	pl	nmod	tool:shell	concr
агенс	периферия	непогодой	S	ins	f	inan	sg	nmod	weather	abstr
агенс	несобственный	руку	S	acc	f	inan	sg	dobj		concr
агенс	контролер согласования	гуревича	S	acc	patrn	m	anim	conj	hum famn	propn
агенс	объект	людей	S	acc	m	anim	pl	dobj	hum	concr
агенс	контролер согласования	сад	S	acc	m	inan	sg	dobj	plot space	concr
агенс	периферия	путиным	S	ins	famn	m	anim	name	hum famn	propn
агенс	контролер согласования	гостем	S	ins	m	anim	sg	ROOT	hum	concr
агенс	несобственный	которых	APRO	loc				nmod	ord	rel
агенс	периферия	обломками	S	ins	m	inan	pl	dobj		concr
агенс	периферия	бомбёжкой	S	ins	f	inan	sg	nmod	impact	abstr
агенс	контролер согласования	птичек	S	acc	f	anim	pl	dobj	hum	concr
агенс	периферия	поклонниками	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	людьми	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	чинами	S	ins	m	inan	pl	nmod	hier	abstr
агенс	периферия	безумием	S	ins	n	inan	sg	nmod	psych disease	abstr
агенс	периферия	клавдией	S	ins	persn	f	anim	nmod	hum persn	propn
агенс	контролер согласования	сооружениями	S	ins	n	inan	pl	nmod	impact:creat	abstr
агенс	несобственный	комиссию	S	acc	f	inan	sg	dobj	org	concr
агенс	объект	которое	APRO	acc	inan	n	sg	nsubj	ord	rel
агенс	периферия	кем-то	SPRO	ins	m	anim	sg	nmod		indet
агенс	объект	их	SPRO	acc	pl	3p	acc	dobj		pers
агенс	объект	подполковника	S	acc	m	anim	sg	appos	hum armpos	concr
агенс	периферия	скотиной	S	ins	m-f	anim	sg	ROOT	famn animal hum	propn concr
агенс	объект	лето	S	acc	n	inan	sg	dobj	time:season time	abstr
агенс	объект	лаврова	S	acc	famn	m	anim	dobj	hum famn	propn
агенс	периферия	нпо	S	loc	n	inan	0	nmod	org	concr
агенс	периферия	микробиологом	S	ins	m	anim	sg	nmod:agent	hum prof	concr
агенс	объект	германию	S	acc	f	inan	sg	nmod	topon	propn
агенс	объект	строчки	S	acc	f	inan	pl	dobj	space text	concr
агенс	контролер согласования	старухе	S	loc	f	anim	sg	conj	hum	concr
агенс	периферия	войной	S	ins	f	inan	sg	nmod	inter	abstr
агенс	периферия	теми	APRO	ins				nmod		dem
агенс	объект	графа	S	acc	m	anim	sg	conj	hum	concr
агенс	периферия	сходством	S	ins	n	inan	sg	nmod		abstr
агенс	периферия	нами	SPRO	ins	pl	1p	ins	nmod		pers
агенс	несобственный	вас	SPRO	acc	pl	2p	acc	dobj		pers
агенс	периферия	княжной	S	ins	f	anim	sg	nmod	hum	concr
агенс	объект	кое-кого	SPRO	acc	m	sg	acc	dobj		indet
агенс	контролер согласования	человека	S	acc	m	anim	sg	nmod	hum	concr
агенс	периферия	рекомендации	S	acc	inan	f	pl	conj		abstr
агенс	объект	беседу	S	acc	f	inan	sg	dobj	speech	abstr
агенс	несобственный	предков	S	acc	m	anim	pl	dobj	hum:kin	concr
агенс	контролер согласования	факторах	S	loc	m	inan	pl	nmod		abstr
агенс	периферия	такой-то	APRO	loc	f	sg	loc	amod		dem
агенс	контролер согласования	кузнечиком	S	ins	m	anim	sg	nmod	animal	concr
агенс	периферия	вами	SPRO	ins	pl	2p	ins	nmod		pers
агенс	периферия	людьми	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	мальчиком	S	ins	anim	m	sg	dobj	hum	concr
агенс	периферия	обидчика	S	acc	m	anim	sg	nmod	hum	concr
агенс	периферия	жизнью	S	ins	f	inan	sg	nmod:agent	be:exist	abstr
агенс	объект	подводу	S	acc	f	inan	sg	dobj	tool:transp	concr
агенс	периферия	слои	S	acc	m	inan	pl	conj		concr
агенс	объект	его	SPRO	acc	m	sg	3p	dobj		pers
агенс	объект	всех	APRO	loc				nmod		spec
агенс	периферия	которым	APRO	ins	m	sg	ins	nmod	ord	rel
агенс	периферия	пулемётами	S	ins	m	inan	pl	conj	tool:weapon	concr
агенс	контролер согласования	георгинах	S	loc	m	inan	pl	conj	plant	concr
агенс	периферия	ими	SPRO	ins	pl	3p	ins	nmod:agent		pers
агенс	периферия	гостями	S	ins	m	anim	pl	nmod	hum	concr
агенс	периферия	безбожниками	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	правительством	S	ins	n	inan	sg	nmod	org group	concr
агенс	периферия	хламом	S	ins	m	inan	sg	conj		concr
агенс	периферия	факторами	S	ins	m	inan	pl	conj		abstr
агенс	периферия	жертву	S	acc	f	inan	sg	nmod	animal poss thing hum	abstr concr
агенс	субъект	ними	SPRO	ins	pl	3p	ins	nmod		pers
агенс	периферия	ребятами	S	ins				dobj		concr
агенс	объект	шляпу	S	acc	f	inan	sg	dobj	tool:cloth	concr
агенс	объект	меня	SPRO	acc	sg	anim	1p	dobj		pers
агенс	периферия	город	S	acc	m	inan	sg	nmod	space	concr
агенс	периферия	артистами	S	ins	m	anim	pl	conj	hum prof	concr
агенс	периферия	рабочими	S	ins	m	anim	pl	nmod	famn prof hum	propn concr
агенс	периферия	друзьями	S	ins	m	anim	pl	dobj	hum	concr
агенс	периферия	бабушкой	S	ins	f	anim	sg	dobj	hum:kin	concr
агенс	периферия	войной	S	ins	f	inan	sg	nmod	inter	abstr
агенс	контролер согласования	поездах	S	loc	m	inan	pl	nmod	tool:transp	concr
агенс	контролер согласования	потомство	S	acc	inan	n	sg	nsubj		concr
агенс	контролер согласования	перо	S	acc	n	inan	sg	dobj		concr
агенс	несобственный	всеми	APRO	ins				det		spec
агенс	периферия	козами	S	ins	f	anim	pl	conj	animal	concr
агенс	объект	петьку	S	acc	persn	m	anim	nmod	hum persn	propn
агенс	периферия	ветрами	S	ins	m	inan	pl	nmod	weather	abstr
агенс	объект	подмости	S	acc				nmod	constr	concr
агенс	периферия	аполлоном	S	ins	persn	m	anim	nmod:agent	hum persn	propn
агенс	периферия	семью	S	acc	f	inan	sg	nmod	group	concr
агенс	несобственный	третий	ANUM	acc	m	sg	acc	conj	ord	ord rel
агенс	периферия	хозяина	S	acc	m	anim	sg	dobj	hum	concr
агенс	периферия	собой	SPRO	ins				nmod		ref
агенс	периферия	достоевским	S	ins	famn	m	anim	dobj	hum famn	propn
агенс	периферия	молотком	S	ins	m	inan	sg	conj	tool:instr	concr
агенс	периферия	главнокомандующим	S	ins	m	anim	sg	nmod:agent	hum armpos	concr
агенс	субъект	главой	S	ins	m	anim	sg	nmod	text	concr
агенс	периферия	братом	S	ins	m	anim	sg	dobj	hum:kin	concr
агенс	периферия	другой	APRO	loc	f	sg	loc	nmod		spec
агенс	периферия	организаторами	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	министром	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	отделом	S	ins	m	inan	sg	dobj		concr
агенс	периферия	родственниками	S	ins	m	anim	pl	nmod:agent	hum:kin	concr
агенс	периферия	тётей	S	ins	f	anim	sg	dobj	hum:kin	concr
агенс	периферия	ей	SPRO	ins	3p	f	sg	nmod		pers
агенс	периферия	кусакой	S	ins	zoon	f	anim	nmod	hum animal	concr
агенс	объект	бову	S	acc	persn	m	anim	nmod	hum famn persn	propn
агенс	периферия	учением	S	ins	n	inan	sg	nmod:agent		abstr
агенс	объект	макса	S	acc	persn	m	anim	dobj	hum persn	propn
агенс	объект	кандидатов	S	acc	anim	m	pl	dobj	hum	concr
агенс	периферия	меня	SPRO	acc	sg	anim	1p	dobj		pers
агенс	периферия	александром	S	ins	persn	m	anim	appos	hum persn	propn
агенс	периферия	детьми	S	ins	n	anim	pl	nmod:agent	hum	concr
агенс	периферия	технологию	S	acc	f	inan	sg	dobj		abstr
агенс	периферия	силой	S	ins	f	inan	sg	nmod	pers param	abstr concr
агенс	объект	чеха	S	acc	m	anim	sg	dobj	hum:etn	concr
агенс	объект	связи	S	loc	f	inan	sg	nmod	inter	abstr
агенс	несобственный	правительство	S	acc	n	inan	sg	nsubj	org group	concr
агенс	периферия	человеком	S	ins	m	anim	sg	nmod:agent	hum	concr
агенс	объект	часть	S	acc	f	inan	sg	dobj		concr
агенс	периферия	жёнами	S	ins	f	anim	pl	nmod	hum:kin	concr
агенс	периферия	ней	SPRO	ins	f	sg	3p	nmod		pers
агенс	контролер согласования	умерших	S	acc	m	anim	pl	nsubj	hum	concr
агенс	периферия	продавщицей	S	ins	f	anim	sg	nmod	hum	concr
агенс	периферия	осколком	S	ins	m	inan	sg	ROOT		concr
агенс	объект	вереницу	S	acc	f	inan	sg	nmod		concr
агенс	периферия	женщинами	S	ins	f	anim	pl	nmod	hum	concr
агенс	периферия	стенку	S	acc	inan	f	sg	nmod		concr
агенс	периферия	которою	APRO	ins	f	sg	ins	nmod	ord	rel
агенс	периферия	клетками	S	ins	f	inan	pl	nmod	tool	concr
агенс	объект	статью	S	acc	f	inan	sg	dobj	text	concr
агенс	периферия	акционерами	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	периферия	им	SPRO	ins	sg	m	3p	nmod:agent		pers
агенс	объект	покупателей	S	acc	m	anim	pl	dobj	hum	concr
агенс	периферия	меня	SPRO	acc	sg	anim	1p	dobj		pers
агенс	периферия	закон	S	acc	m	inan	sg	dobj		abstr
агенс	контролер согласования	волосы	S	acc	m	inan	pl	dobj	hair	concr
агенс	объект	запад	S	acc	m	inan	sg	dobj	space dir	concr abstr
агенс	периферия	барышнями	S	ins	f	anim	pl	nmod	hum	concr
агенс	объект	поезд	S	acc	m	inan	sg	nmod	tool:transp	concr
агенс	периферия	сторонами	S	ins	f	inan	pl	dobj	space	concr
агенс	контролер согласования	диском	S	ins	m	inan	sg	nmod	form	concr
агенс	периферия	судьбою	S	ins	f	inan	sg	conj		abstr
агенс	контролер согласования	ходом	S	ins	m	inan	sg	appos	move	abstr
агенс	контролер согласования	поклонниками	S	ins	m	anim	pl	nmod:agent	hum	concr
агенс	контролер согласования	пальцах	S	loc	m	inan	pl	nmod		concr
агенс	объект	штрума	S	acc	famn	m	anim	dobj	hum famn	propn
агенс	несобственный	нём	SPRO	loc	m	sg	3p	nmod		pers
агенс	контролер согласования	смысл	S	acc	m	inan	sg	dobj	ment	abstr
агенс	периферия	завучем	S	ins	m	anim	sg	nmod	hum	concr
агенс	периферия	небом	S	ins	n	inan	sg	dobj	space	concr
агенс	объект	мир	S	acc	m	inan	sg	dobj	space inter	concr abstr
агенс	несобственный	мною	SPRO	ins	sg	1p	ins	nmod:agent		pers
агенс	субъект	им	SPRO	ins	sg	m	3p	nmod:agent		pers
агенс	контролер согласования	канал	S	acc	m	inan	sg	dobj	space reservoir constr	concr
агенс	несобственный	кем	SPRO	ins	m	sg	ins	ROOT		rel
агенс	контролер согласования	лампочку	S	acc	f	inan	sg	dobj	tool:device:light	concr
агенс	контролер согласования	веточками	S	ins	f	inan	pl	conj		concr
агенс	объект	разведчиков	S	acc	m	anim	pl	dobj	hum prof	concr
агенс	несобственный	людях	S	loc	anim	m	pl	conj	hum	concr
агенс	периферия	поддержку	S	acc	f	inan	sg	dobj		abstr
агенс	периферия	колей	S	ins	persn	anim	m	dobj	hum persn	propn
агенс	объект	мяч	S	acc	m	inan	sg	conj	tool	concr
агенс	периферия	неё	SPRO	acc	f	sg	3p	amod		pers
агенс	объект	кого-то	SPRO	acc	m	sg	acc	dobj		indet
агенс	периферия	ею	SPRO	ins	f	sg	3p	dobj		pers
агенс	периферия	им	SPRO	ins	sg	m	3p	nmod:agent		pers
агенс	периферия	тем	SPRO	ins	n	sg	ins	ROOT		dem
агенс	объект	трамвай	S	acc	m	inan	sg	dobj	tool:transp	concr
агенс	контролер согласования	украину	S	acc	f	inan	sg	dobj	topon	propn
агенс	периферия	теоретиками	S	ins	m	anim	pl	nmod:agent	hum prof	concr
агенс	несобственный	учителей	S	acc	m	anim	pl	dobj	hum prof	concr
агенс	периферия	зайцем	S	ins	m	anim	sg	dobj	animal	concr
агенс	объект	бухгалтеров	S	acc	m	anim	pl	dobj	hum prof	concr
агенс	объект	отца	S	acc	m	anim	sg	dobj	hum:kin	concr
агенс	периферия	семенем	S	ins	n	inan	sg	nmod	fruit	concr
агенс	периферия	строителями	S	ins	m	anim	pl	dobj	hum prof	concr
агенс	несобственный	домашних	S	loc	anim	pl	acc|S	amod		
агенс	периферия	женщине	S	loc	f	anim	sg	nmod	hum	concr
агенс	объект	портье	S	acc	m	anim	0	dobj	hum prof	concr
агенс	объект	высказывания	S	acc	n	inan	pl	dobj	speech	abstr
агенс	объект	потомков	S	acc	m	anim	pl	dobj	hum:kin	concr
